alpha,steps
0.59,7948
0.59,8941
0.59,7250
0.59,15454
0.59,10126
0.59,82137
0.59,9474
0.6,8614
0.6,57268
0.6,16177
0.6,11940
0.6,15196
0.6,12376
0.6,10321
0.6,6578
0.6,11031
0.6,9245
0.6,6515
0.6,9408
0.6,12795
0.6,12177
0.6,9783
0.6,10617
0.6,11216
0.6,8631
0.6,6979
0.6,10814
0.6,7494
0.6,10633
0.6,13576
0.6,7099
0.6,13887
0.6,8184
0.6,11477
0.6,11745
0.6,7314
0.6,10404
0.6,18935
0.6,11316
0.6,6349
0.6,6093
0.6,12732
0.6,14333
0.6,5231
0.6,12216
0.6,10687
0.6,7394
0.6,11896
0.6,14842
0.6,19711
0.6,10963
0.6,6131
0.6,10305
0.6,9059
0.6,26716
0.6,7789
0.6,12582
0.6,7963
0.6,20711
0.6,13459
0.6,5510
0.6,9131
0.6,5724
0.6,5938
0.6,11662
0.6,10315
0.6,5158
0.6,13610
0.6,10246
0.6,9834
0.6,9508
0.6,12867
0.6,13029
0.6,8232
0.6,10851
0.6,39766
0.6,7675
0.6,6074
0.6,6973
0.6,8163
0.6,11479
0.6,11211
0.6,6222
0.6,9693
0.6,6428
0.6,9026
0.6,12850
0.6,11597
0.6,10924
0.6,7925
0.6,10380
0.6,9550
0.6,11398
0.6,9733
0.6,5299
0.6,12498
0.6,20855
0.6,6913
0.6,10439
0.6,16119
0.6,13330
0.6,6060
0.6,10671
0.6,14462
0.6,17608
0.6,12162
0.6,5554
0.61,10690
0.61,8983
0.61,12821
0.61,12307
0.61,7190
0.61,12341
0.61,13487
0.61,8487
0.61,12046
0.61,10651
0.61,7437
0.61,7562
0.61,9108
0.61,11645
0.61,12248
0.61,6851
0.61,10062
0.61,3874
0.61,15868
0.61,10369
0.61,12577
0.61,11204
0.61,13934
0.61,10116
0.61,6031
0.61,31806
0.61,4827
0.61,8539
0.61,8318
0.61,9541
0.61,8876
0.61,9372
0.61,12076
0.61,8908
0.61,5081
0.61,22505
0.61,14531
0.61,8598
0.61,10621
0.61,6485
0.61,7200
0.61,75442
0.61,6345
0.61,13036
0.61,15882
0.61,14265
0.61,7831
0.61,12603
0.61,99999
0.61,15285
0.61,9293
0.61,21024
0.61,11908
0.61,10808
0.61,4595
0.61,37165
0.61,13491
0.61,3993
0.61,78661
0.61,76084
0.61,6298
0.61,5746
0.61,8905
0.61,7671
0.61,9012
0.61,8731
0.61,9863
0.61,5289
0.61,6832
0.61,18097
0.61,14020
0.61,46270
0.61,20835
0.61,12977
0.61,9006
0.61,5374
0.61,11542
0.61,8684
0.61,5643
0.61,12367
0.61,12722
0.61,12770
0.61,8658
0.61,8305
0.61,19491
0.61,14196
0.61,3019
0.61,21066
0.61,5517
0.61,7013
0.61,7603
0.61,11994
0.61,5780
0.61,28317
0.61,5430
0.61,9891
0.61,7837
0.61,18486
0.61,10771
0.61,96092
0.62,4895
0.62,79809
0.62,5825
0.62,5927
0.62,13632
0.62,5735
0.62,13107
0.62,10638
0.62,10696
0.62,9272
0.62,9233
0.62,14114
0.62,13322
0.62,11099
0.62,35032
0.62,11669
0.62,10641
0.62,18916
0.62,5445
0.62,18005
0.62,10816
0.62,11495
0.62,21623
0.62,4590
0.62,8659
0.62,8734
0.62,10903
0.62,44123
0.62,10511
0.62,8969
0.62,7396
0.62,12907
0.62,10058
0.62,9749
0.62,7937
0.62,99999
0.62,9904
0.62,12854
0.62,18764
0.62,6035
0.62,7543
0.62,16748
0.62,6307
0.62,13160
0.62,12538
0.62,16420
0.62,17232
0.62,6154
0.62,9161
0.62,11748
0.62,5483
0.62,12318
0.62,10341
0.62,7403
0.62,7586
0.62,7904
0.62,9394
0.62,11144
0.62,7137
0.62,4987
0.62,12806
0.62,13413
0.62,10496
0.62,20345
0.62,12788
0.62,9440
0.62,12057
0.62,8123
0.62,12629
0.62,16087
0.62,20108
0.62,7001
0.62,9278
0.62,99999
0.62,10908
0.62,12760
0.62,11827
0.62,10237
0.62,8365
0.62,12211
0.62,11897
0.62,12974
0.62,5839
0.62,10743
0.62,10441
0.62,12386
0.62,8867
0.62,9968
0.62,29510
0.62,13189
0.62,3631
0.62,6525
0.62,13688
0.62,9072
0.62,9510
0.62,11909
0.62,17189
0.62,9925
0.62,80371
0.62,9350
0.63,8112
0.63,8023
0.63,10658
0.63,11813
0.63,10677
0.63,7757
0.63,11327
0.63,8216
0.63,14826
0.63,16590
0.63,11852
0.63,10093
0.63,11323
0.63,99999
0.63,9369
0.63,14622
0.63,10986
0.63,12680
0.63,22423
0.63,9674
0.63,8824
0.63,8527
0.63,3832
0.63,8405
0.63,6825
0.63,13636
0.63,9970
0.63,14489
0.63,88274
0.63,16864
0.63,15829
0.63,8571
0.63,7759
0.63,19140
0.63,6368
0.63,99999
0.63,11469
0.63,10164
0.63,21242
0.63,5979
0.63,12569
0.63,99999
0.63,4686
0.63,11573
0.63,6197
0.63,13787
0.63,11456
0.63,7017
0.63,6123
0.63,5340
0.63,13718
0.63,12683
0.63,16208
0.63,10632
0.63,9221
0.63,10337
0.63,5965
0.63,17827
0.63,99999
0.63,9395
0.63,11753
0.63,9811
0.63,14913
0.63,12244
0.63,6939
0.63,6315
0.63,7364
0.63,9900
0.63,6514
0.63,17222
0.63,10685
0.63,13829
0.63,6170
0.63,9765
0.63,4796
0.63,6715
0.63,80730
0.63,9689
0.63,10096
0.63,9982
0.63,14792
0.63,9344
0.63,9981
0.63,26374
0.63,11561
0.63,5896
0.63,13000
0.63,12459
0.63,13592
0.63,20946
0.63,4469
0.63,14634
0.63,6919
0.63,20543
0.63,10696
0.63,14143
0.63,9578
0.63,6991
0.63,16720
0.63,8852
0.64,11880
0.64,10627
0.64,14578
0.64,11607
0.64,24464
0.64,13355
0.64,8292
0.64,8936
0.64,51666
0.64,16187
0.64,8206
0.64,9628
0.64,12099
0.64,6525
0.64,6824
0.64,12238
0.64,9657
0.64,12460
0.64,9594
0.64,12330
0.64,15174
0.64,12909
0.64,10907
0.64,8969
0.64,11685
0.64,23445
0.64,11820
0.64,8840
0.64,20812
0.64,6366
0.64,99999
0.64,12540
0.64,21508
0.64,25368
0.64,12799
0.64,9289
0.64,7877
0.64,99999
0.64,12693
0.64,8624
0.64,6761
0.64,7129
0.64,9817
0.64,6599
0.64,4181
0.64,18377
0.64,12860
0.64,7222
0.64,64645
0.64,9360
0.64,13641
0.64,11853
0.64,18937
0.64,10160
0.64,3334
0.64,6074
0.64,6040
0.64,10196
0.64,12704
0.64,9972
0.64,16212
0.64,6696
0.64,5751
0.64,21914
0.64,4434
0.64,12428
0.64,10824
0.64,8243
0.64,99999
0.64,10794
0.64,11430
0.64,16075
0.64,9560
0.64,18974
0.64,9924
0.64,10926
0.64,15746
0.64,10020
0.64,8539
0.64,10971
0.64,20068
0.64,15201
0.64,10321
0.64,13829
0.64,13574
0.64,14114
0.64,8989
0.64,6628
0.64,11308
0.64,19339
0.64,8132
0.64,7242
0.64,8637
0.64,70338
0.64,12433
0.64,19180
0.64,17194
0.64,20436
0.64,17296
0.64,15515
0.65,8378
0.65,16000
0.65,10895
0.65,13512
0.65,80167
0.65,10937
0.65,7230
0.65,7001
0.65,8789
0.65,8887
0.65,10170
0.65,12804
0.65,19731
0.65,10326
0.65,13630
0.65,20129
0.65,99999
0.65,9801
0.65,5120
0.65,18591
0.65,28647
0.65,7922
0.65,10992
0.65,5066
0.65,6257
0.65,16746
0.65,9179
0.65,7557
0.65,19570
0.65,15829
0.65,15220
0.65,14707
0.65,6472
0.65,13190
0.65,12365
0.65,66112
0.65,15581
0.65,8320
0.65,19697
0.65,10839
0.65,10955
0.65,99999
0.65,11836
0.65,8975
0.65,12325
0.65,19929
0.65,10242
0.65,11657
0.65,15131
0.65,13279
0.65,12793
0.65,21632
0.65,60792
0.65,9428
0.65,8888
0.65,19602
0.65,5364
0.65,22652
0.65,13981
0.65,8993
0.65,27139
0.65,12577
0.65,5611
0.65,9844
0.65,10273
0.65,8609
0.65,9871
0.65,10688
0.65,8057
0.65,67478
0.65,12128
0.65,16171
0.65,7533
0.65,6248
0.65,13379
0.65,14730
0.65,11391
0.65,8086
0.65,6677
0.65,11548
0.65,41836
0.65,8210
0.65,10901
0.65,12814
0.65,10071
0.65,8093
0.65,6183
0.65,12911
0.65,10345
0.65,11594
0.65,13237
0.65,8820
0.65,39615
0.65,11895
0.65,8049
0.65,16234
0.65,36449
0.65,13934
0.65,12758
0.65,38166
0.66,12124
0.66,17891
0.66,8177
0.66,15945
0.66,9850
0.66,13528
0.66,14242
0.66,19440
0.66,15409
0.66,11937
0.66,6293
0.66,34070
0.66,8709
0.66,17936
0.66,8309
0.66,10334
0.66,14500
0.66,14248
0.66,9875
0.66,12067
0.66,13258
0.66,12074
0.66,9598
0.66,5309
0.66,24741
0.66,18657
0.66,13687
0.66,7684
0.66,35975
0.66,99999
0.66,8855
0.66,14455
0.66,4153
0.66,14334
0.66,16881
0.66,9678
0.66,65051
0.66,8299
0.66,17278
0.66,11373
0.66,19445
0.66,21954
0.66,6344
0.66,15136
0.66,8142
0.66,14913
0.66,12399
0.66,13725
0.66,19954
0.66,7965
0.66,12642
0.66,60363
0.66,99999
0.66,13526
0.66,15415
0.66,30965
0.66,8256
0.66,16035
0.66,99999
0.66,10170
0.66,20768
0.66,10069
0.66,9876
0.66,10221
0.66,8458
0.66,15339
0.66,10360
0.66,7661
0.66,16613
0.66,99233
0.66,12514
0.66,10870
0.66,47419
0.66,13738
0.66,8703
0.66,75102
0.66,15908
0.66,10315
0.66,16494
0.66,9565
0.66,32359
0.66,12201
0.66,6411
0.66,23544
0.66,29192
0.66,9858
0.66,6488
0.66,10205
0.66,14791
0.66,9941
0.66,11910
0.66,7742
0.66,8148
0.66,8524
0.66,16936
0.66,59455
0.66,8779
0.66,68387
0.66,99999
0.66,10136
0.67,8437
0.67,16397
0.67,18628
0.67,32146
0.67,17614
0.67,10883
0.67,16377
0.67,4604
0.67,99999
0.67,53351
0.67,12807
0.67,9229
0.67,13744
0.67,12669
0.67,11194
0.67,11225
0.67,8845
0.67,6406
0.67,73664
0.67,13630
0.67,15336
0.67,9789
0.67,14177
0.67,12537
0.67,12534
0.67,18334
0.67,8259
0.67,9933
0.67,14289
0.67,99999
0.67,10692
0.67,12366
0.67,8933
0.67,17671
0.67,30876
0.67,4979
0.67,12566
0.67,6509
0.67,15851
0.67,11165
0.67,13002
0.67,15469
0.67,7205
0.67,87013
0.67,6082
0.67,16949
0.67,67102
0.67,33956
0.67,11401
0.67,11541
0.67,8839
0.67,69846
0.67,12730
0.67,7691
0.67,11261
0.67,99999
0.67,16210
0.67,59379
0.67,12149
0.67,12640
0.67,6621
0.67,7634
0.67,7408
0.67,6232
0.67,15166
0.67,14175
0.67,8607
0.67,10284
0.67,14673
0.67,71176
0.67,11186
0.67,99999
0.67,17915
0.67,8122
0.67,13020
0.67,15004
0.67,11832
0.67,7069
0.67,11610
0.67,99999
0.67,78531
0.67,7081
0.67,10022
0.67,11424
0.67,18337
0.67,15724
0.67,11251
0.67,12572
0.67,35119
0.67,23652
0.67,16185
0.67,10517
0.67,12040
0.67,10250
0.67,4106
0.67,21267
0.67,43758
0.67,99999
0.67,99999
0.67,14567
0.68,99999
0.68,9212
0.68,14224
0.68,11520
0.68,18475
0.68,17776
0.68,18186
0.68,6251
0.68,11118
0.68,10377
0.68,10666
0.68,12311
0.68,13424
0.68,14029
0.68,78243
0.68,12784
0.68,10436
0.68,25037
0.68,99999
0.68,7100
0.68,9534
0.68,76234
0.68,16897
0.68,12252
0.68,14835
0.68,20651
0.68,8157
0.68,92980
0.68,12604
0.68,11520
0.68,12021
0.68,16264
0.68,16760
0.68,13545
0.68,6437
0.68,8894
0.68,10441
0.68,31423
0.68,24261
0.68,10604
0.68,8336
0.68,99999
0.68,7045
0.68,11950
0.68,7740
0.68,18415
0.68,20961
0.68,2902
0.68,51242
0.68,8456
0.68,14693
0.68,18052
0.68,19484
0.68,7823
0.68,12275
0.68,99999
0.68,10783
0.68,10039
0.68,99999
0.68,82537
0.68,24158
0.68,13553
0.68,11555
0.68,17369
0.68,13360
0.68,19062
0.68,9158
0.68,10470
0.68,8037
0.68,7906
0.68,13163
0.68,11459
0.68,8070
0.68,9436
0.68,6667
0.68,17403
0.68,63381
0.68,15917
0.68,2961
0.68,10254
0.68,18345
0.68,6020
0.68,14295
0.68,99999
0.68,15964
0.68,18544
0.68,11765
0.68,12791
0.68,14818
0.68,5780
0.68,16721
0.68,16440
0.68,13779
0.68,22294
0.68,12078
0.68,99999
0.68,12389
0.68,99999
0.68,19243
0.68,12846
0.69,12068
0.69,19267
0.69,13716
0.69,10856
0.69,50816
0.69,12085
0.69,24002
0.69,9372
0.69,99999
0.69,9532
0.69,17720
0.69,18565
0.69,10399
0.69,15037
0.69,99999
0.69,13688
0.69,13888
0.69,10500
0.69,99999
0.69,15078
0.69,9429
0.69,10351
0.69,12483
0.69,7056
0.69,13251
0.69,12334
0.69,25548
0.69,18602
0.69,12622
0.69,17773
0.69,99999
0.69,96707
0.69,11051
0.69,12929
0.69,9307
0.69,4587
0.69,5622
0.69,10323
0.69,99350
0.69,14862
0.69,10784
0.69,14284
0.69,19617
0.69,6877
0.69,11580
0.69,15184
0.69,63706
0.69,10733
0.69,14464
0.69,12547
0.69,16936
0.69,99629
0.69,20549
0.69,5946
0.69,12132
0.69,99999
0.69,9895
0.69,15204
0.69,15469
0.69,8379
0.69,11075
0.69,14614
0.69,7842
0.69,81285
0.69,12156
0.69,7428
0.69,37938
0.69,12493
0.69,10840
0.69,9354
0.69,17089
0.69,12808
0.69,4929
0.69,10629
0.69,8098
0.69,25913
0.69,59254
0.69,10046
0.69,8833
0.69,20162
0.69,21721
0.69,12882
0.69,13976
0.69,42038
0.69,15592
0.69,8207
0.69,9394
0.69,8508
0.69,18236
0.69,13401
0.69,8329
0.69,13572
0.69,11631
0.69,26747
0.69,22551
0.69,97112
0.69,17119
0.69,99999
0.69,8072
0.69,42529
0.7,14746
0.7,99999
0.7,12965
0.7,15135
0.7,99999
0.7,9049
0.7,11941
0.7,14901
0.7,11095
0.7,14311
0.7,11569
0.7,12947
0.7,9974
0.7,16412
0.7,18499
0.7,9912
0.7,12493
0.7,8961
0.7,20081
0.7,12176
0.7,18495
0.7,12838
0.7,5545
0.7,5892
0.7,23960
0.7,7322
0.7,71459
0.7,12655
0.7,8475
0.7,66559
0.7,12529
0.7,99999
0.7,5508
0.7,15213
0.7,8802
0.7,49364
0.7,6325
0.7,97327
0.7,22261
0.7,14453
0.7,11090
0.7,10697
0.7,18231
0.7,44756
0.7,13954
0.7,20895
0.7,12198
0.7,73166
0.7,10808
0.7,57772
0.7,12950
0.7,23390
0.7,6530
0.7,8594
0.7,18915
0.7,99999
0.7,10764
0.7,13492
0.7,48716
0.7,11237
0.7,15923
0.7,13060
0.7,5343
0.7,23389
0.7,10465
0.7,9590
0.7,21037
0.7,13056
0.7,99999
0.7,99999
0.7,15892
0.7,99999
0.7,5088
0.7,99999
0.7,16378
0.7,18494
0.7,18200
0.7,8825
0.7,8209
0.7,11993
0.7,99999
0.7,10043
0.7,15150
0.7,17518
0.7,16468
0.7,9251
0.7,8933
0.7,10323
0.7,17411
0.7,16708
0.7,12971
0.7,13289
0.7,99999
0.7,13375
0.7,99999
0.7,11516
0.7,17285
0.7,11853
0.7,99999
0.7,10991
0.71,13393
0.71,12421
0.71,14240
0.71,5105
0.71,16632
0.71,10808
0.71,9597
0.71,13731
0.71,41803
0.71,13402
0.71,20933
0.71,99999
0.71,14580
0.71,99999
0.71,16464
0.71,63762
0.71,16407
0.71,69566
0.71,21338
0.71,11714
0.71,14139
0.71,16598
0.71,62626
0.71,99999
0.71,12283
0.71,20042
0.71,19938
0.71,37746
0.71,14868
0.71,15271
0.71,53666
0.71,17025
0.71,8163
0.71,51804
0.71,34834
0.71,8252
0.71,11579
0.71,52309
0.71,8678
0.71,11830
0.71,8211
0.71,7829
0.71,10061
0.71,11346
0.71,14127
0.71,22336
0.71,18379
0.71,16762
0.71,10273
0.71,22084
0.71,13874
0.71,19130
0.71,8764
0.71,11942
0.71,7324
0.71,13242
0.71,6352
0.71,40250
0.71,14526
0.71,12671
0.71,67363
0.71,27890
0.71,6906
0.71,15984
0.71,11413
0.71,14933
0.71,12269
0.71,5840
0.71,99999
0.71,11278
0.71,11823
0.71,14781
0.71,7600
0.71,43780
0.71,14343
0.71,15151
0.71,99999
0.71,22105
0.71,13991
0.71,14370
0.71,16749
0.71,20362
0.71,99999
0.71,17024
0.71,12330
0.71,25504
0.71,10480
0.71,7729
0.71,10164
0.71,72609
0.71,11391
0.71,8656
0.71,13295
0.71,11317
0.71,17225
0.71,99999
0.71,19046
0.71,15313
0.71,20349
0.71,53231
0.72,18408
0.72,13347
0.72,14896
0.72,6585
0.72,99999
0.72,11438
0.72,19358
0.72,6620
0.72,99999
0.72,17427
0.72,13222
0.72,10048
0.72,18224
0.72,20941
0.72,14419
0.72,14265
0.72,99999
0.72,14086
0.72,25785
0.72,18726
0.72,40208
0.72,13568
0.72,11322
0.72,11579
0.72,14827
0.72,99999
0.72,99999
0.72,7684
0.72,16826
0.72,13105
0.72,17171
0.72,20973
0.72,11581
0.72,14551
0.72,10174
0.72,6609
0.72,19636
0.72,21723
0.72,72283
0.72,12913
0.72,54984
0.72,99999
0.72,99999
0.72,15452
0.72,8088
0.72,10323
0.72,20547
0.72,93073
0.72,21246
0.72,19250
0.72,15068
0.72,23473
0.72,14207
0.72,38108
0.72,8605
0.72,13726
0.72,8696
0.72,15164
0.72,86037
0.72,15011
0.72,9919
0.72,8970
0.72,9508
0.72,11472
0.72,16466
0.72,13546
0.72,10507
0.72,8324
0.72,13628
0.72,59932
0.72,9256
0.72,11689
0.72,11307
0.72,99999
0.72,89446
0.72,99999
0.72,17252
0.72,9136
0.72,62406
0.72,7330
0.72,17565
0.72,15441
0.72,8807
0.72,24232
0.72,9185
0.72,17101
0.72,9191
0.72,13720
0.72,13419
0.72,15665
0.72,7944
0.72,13280
0.72,33354
0.72,11813
0.72,10997
0.72,11545
0.72,8421
0.72,99999
0.72,26401
0.72,32487
0.73,99999
0.73,24513
0.73,16729
0.73,14961
0.73,15348
0.73,11801
0.73,14399
0.73,9797
0.73,13751
0.73,17665
0.73,14651
0.73,17921
0.73,36774
0.73,15719
0.73,99999
0.73,18676
0.73,9692
0.73,14192
0.73,12443
0.73,10747
0.73,38620
0.73,10991
0.73,14091
0.73,16340
0.73,13215
0.73,99999
0.73,9975
0.73,57527
0.73,17421
0.73,64185
0.73,18472
0.73,18652
0.73,11256
0.73,15042
0.73,14716
0.73,11471
0.73,11187
0.73,18351
0.73,20644
0.73,8715
0.73,42960
0.73,39862
0.73,12218
0.73,14252
0.73,11879
0.73,11403
0.73,17054
0.73,12423
0.73,12732
0.73,70324
0.73,11730
0.73,99999
0.73,14361
0.73,17936
0.73,6681
0.73,18691
0.73,10970
0.73,23124
0.73,99999
0.73,9121
0.73,15888
0.73,4364
0.73,8540
0.73,95427
0.73,8018
0.73,15869
0.73,13509
0.73,11981
0.73,19042
0.73,99999
0.73,66925
0.73,32397
0.73,22243
0.73,13330
0.73,21396
0.73,13810
0.73,15985
0.73,11601
0.73,7838
0.73,46861
0.73,99999
0.73,23379
0.73,13889
0.73,11591
0.73,11008
0.73,8530
0.73,11590
0.73,9175
0.73,11449
0.73,12108
0.73,12782
0.73,12675
0.73,11268
0.73,9971
0.73,6653
0.73,99999
0.73,99999
0.73,35709
0.73,30458
0.73,19401
0.74,7294
0.74,10579
0.74,12260
0.74,17176
0.74,10955
0.74,7152
0.74,7090
0.74,15080
0.74,18653
0.74,8181
0.74,11694
0.74,50331
0.74,11139
0.74,99999
0.74,9045
0.74,53352
0.74,14708
0.74,16000
0.74,71400
0.74,23583
0.74,16303
0.74,25988
0.74,17497
0.74,9433
0.74,12434
0.74,20669
0.74,99999
0.74,56681
0.74,99999
0.74,13761
0.74,80797
0.74,99999
0.74,10368
0.74,22503
0.74,6217
0.74,99999
0.74,10955
0.74,99999
0.74,14616
0.74,8189
0.74,17113
0.74,12390
0.74,22348
0.74,17276
0.74,6848
0.74,22229
0.74,12938
0.74,63946
0.74,14621
0.74,16626
0.74,10289
0.74,24888
0.74,11082
0.74,10545
0.74,17782
0.74,20634
0.74,20689
0.74,99999
0.74,13789
0.74,99999
0.74,12544
0.74,18899
0.74,99999
0.74,99999
0.74,7184
0.74,15103
0.74,12102
0.74,8017
0.74,99999
0.74,20476
0.74,8623
0.74,60586
0.74,8284
0.74,16123
0.74,8874
0.74,15807
0.74,99999
0.74,10424
0.74,10191
0.74,18076
0.74,17238
0.74,13468
0.74,12705
0.74,66787
0.74,99999
0.74,10022
0.74,8030
0.74,11597
0.74,11718
0.74,22949
0.74,9359
0.74,64393
0.74,16210
0.74,9104
0.74,99999
0.74,99999
0.74,87899
0.74,99999
0.74,99999
0.74,99999
0.75,12342
0.75,29444
0.75,10731
0.75,26924
0.75,14822
0.75,10824
0.75,13513
0.75,9762
0.75,10323
0.75,19505
0.75,21957
0.75,21175
0.75,9743
0.75,7081
0.75,9605
0.75,11139
0.75,99999
0.75,11678
0.75,99999
0.75,8240
0.75,19446
0.75,20253
0.75,12348
0.75,20777
0.75,99999
0.75,99999
0.75,21199
0.75,8985
0.75,99999
0.75,99999
0.75,18892
0.75,13684
0.75,16758
0.75,21034
0.75,8807
0.75,14002
0.75,21645
0.75,16162
0.75,21919
0.75,9400
0.75,17486
0.75,19363
0.75,12323
0.75,18274
0.75,10622
0.75,13336
0.75,58673
0.75,12540
0.75,9521
0.75,13243
0.75,21178
0.75,99999
0.75,99999
0.75,16851
0.75,18425
0.75,10912
0.75,12934
0.75,35346
0.75,99999
0.75,99999
0.75,17947
0.75,16419
0.75,99999
0.75,98413
0.75,6420
0.75,9283
0.75,10988
0.75,12671
0.75,9150
0.75,15647
0.75,7153
0.75,26374
0.75,6261
0.75,98503
0.75,17727
0.75,55351
0.75,99999
0.75,9617
0.75,12518
0.75,12918
0.75,99999
0.75,19430
0.75,16549
0.75,22243
0.75,28554
0.75,20646
0.75,18322
0.75,6519
0.75,23848
0.75,16662
0.75,6238
0.75,13740
0.75,12257
0.75,37168
0.75,17476
0.75,99999
0.75,24086
0.75,9622
0.75,15307
0.75,22229
0.76,18353
0.76,14731
0.76,7636
0.76,26918
0.76,99999
0.76,21034
0.76,19307
0.76,13128
0.76,66717
0.76,38464
0.76,14063
0.76,99999
0.76,99999
0.76,99999
0.76,21005
0.76,13445
0.76,10902
0.76,19232
0.76,82579
0.76,99999
0.76,12558
0.76,11709
0.76,15341
0.76,21347
0.76,15178
0.76,20847
0.76,99999
0.76,99999
0.76,13797
0.76,11780
0.76,17280
0.76,10906
0.76,16755
0.76,10106
0.76,15649
0.76,4715
0.76,5516
0.76,11270
0.76,24852
0.76,19161
0.76,19113
0.76,35827
0.76,8015
0.76,99999
0.76,20124
0.76,16963
0.76,17515
0.76,11165
0.76,15920
0.76,13909
0.76,13821
0.76,99999
0.76,34412
0.76,19958
0.76,8358
0.76,12198
0.76,16789
0.76,20863
0.76,99999
0.76,10044
0.76,14468
0.76,8320
0.76,11877
0.76,99999
0.76,11558
0.76,10007
0.76,13675
0.76,30868
0.76,7421
0.76,13891
0.76,9268
0.76,12385
0.76,14452
0.76,91162
0.76,6682
0.76,99999
0.76,25067
0.76,10331
0.76,16351
0.76,13800
0.76,16571
0.76,14804
0.76,7848
0.76,57999
0.76,13083
0.76,15803
0.76,11247
0.76,13297
0.76,10278
0.76,12798
0.76,5310
0.76,13541
0.76,10680
0.76,13392
0.76,13960
0.76,9077
0.76,14293
0.76,99999
0.76,23262
0.76,22309
0.77,15150
0.77,20967
0.77,9383
0.77,9463
0.77,14601
0.77,15596
0.77,33959
0.77,11224
0.77,10648
0.77,9291
0.77,7911
0.77,53055
0.77,11746
0.77,11073
0.77,19038
0.77,19956
0.77,99999
0.77,4843
0.77,18356
0.77,12920
0.77,25291
0.77,20267
0.77,16825
0.77,12235
0.77,15735
0.77,15771
0.77,32977
0.77,22488
0.77,48672
0.77,21123
0.77,64577
0.77,76046
0.77,11555
0.77,54518
0.77,13375
0.77,18663
0.77,20604
0.77,99999
0.77,91978
0.77,16263
0.77,18436
0.77,99999
0.77,7624
0.77,16737
0.77,13095
0.77,15017
0.77,19582
0.77,99999
0.77,11933
0.77,18265
0.77,99620
0.77,99999
0.77,99999
0.77,22278
0.77,22980
0.77,19903
0.77,10979
0.77,99999
0.77,99999
0.77,12718
0.77,19547
0.77,5430
0.77,11975
0.77,19644
0.77,13362
0.77,20917
0.77,11345
0.77,14987
0.77,20434
0.77,14801
0.77,99999
0.77,11457
0.77,8884
0.77,99999
0.77,16943
0.77,77666
0.77,68374
0.77,9683
0.77,11857
0.77,12944
0.77,21757
0.77,17486
0.77,99999
0.77,99999
0.77,99999
0.77,51766
0.77,15929
0.77,12874
0.77,22743
0.77,16458
0.77,17802
0.77,15870
0.77,15134
0.77,11472
0.77,10725
0.77,99095
0.77,99999
0.77,24732
0.77,27433
0.77,16101
0.78,99999
0.78,17638
0.78,14404
0.78,17425
0.78,16336
0.78,12901
0.78,62380
0.78,17842
0.78,13254
0.78,13158
0.78,14121
0.78,11760
0.78,63522
0.78,14664
0.78,41148
0.78,10481
0.78,85223
0.78,99999
0.78,10083
0.78,15661
0.78,14373
0.78,16500
0.78,99999
0.78,23400
0.78,18499
0.78,12727
0.78,19757
0.78,30056
0.78,99999
0.78,12357
0.78,23207
0.78,99999
0.78,31346
0.78,99999
0.78,5942
0.78,99999
0.78,21948
0.78,99999
0.78,17821
0.78,15369
0.78,13838
0.78,99999
0.78,14258
0.78,13008
0.78,12353
0.78,20443
0.78,21517
0.78,24428
0.78,15084
0.78,17556
0.78,7945
0.78,29429
0.78,12375
0.78,12474
0.78,16761
0.78,99999
0.78,11888
0.78,13956
0.78,16886
0.78,10559
0.78,17942
0.78,14523
0.78,13987
0.78,13741
0.78,12328
0.78,20597
0.78,99999
0.78,12828
0.78,15498
0.78,99999
0.78,17446
0.78,99999
0.78,13740
0.78,85333
0.78,9699
0.78,66625
0.78,99999
0.78,11999
0.78,55886
0.78,14085
0.78,15372
0.78,15583
0.78,12666
0.78,17289
0.78,21435
0.78,14023
0.78,17619
0.78,14954
0.78,99999
0.78,25884
0.78,5794
0.78,18264
0.78,99999
0.78,15922
0.78,10593
0.78,99999
0.78,18979
0.78,99999
0.78,99999
0.78,21207
0.79,99999
0.79,11714
0.79,18563
0.79,19112
0.79,29553
0.79,9372
0.79,11643
0.79,20486
0.79,99999
0.79,90927
0.79,61826
0.79,33241
0.79,17548
0.79,13415
0.79,14806
0.79,18137
0.79,17405
0.79,15436
0.79,99999
0.79,17667
0.79,20974
0.79,13534
0.79,12426
0.79,18077
0.79,99999
0.79,18024
0.79,41153
0.79,38261
0.79,19481
0.79,18981
0.79,99999
0.79,13166
0.79,13719
0.79,59079
0.79,11710
0.79,99999
0.79,13332
0.79,14463
0.79,99999
0.79,9561
0.79,15577
0.79,11571
0.79,27523
0.79,16191
0.79,14419
0.79,99999
0.79,10087
0.79,99999
0.79,99999
0.79,11326
0.79,12963
0.79,99999
0.79,20988
0.79,23981
0.79,13822
0.79,16256
0.79,11893
0.79,99999
0.79,99999
0.79,23659
0.79,13931
0.79,99999
0.79,13810
0.79,21706
0.79,15243
0.79,99999
0.79,18334
0.79,7009
0.79,17663
0.79,12204
0.79,17440
0.79,14167
0.79,19934
0.79,99999
0.79,39845
0.79,99999
0.79,23298
0.79,9706
0.79,29400
0.79,14788
0.79,52627
0.79,99999
0.79,16503
0.79,23400
0.79,20021
0.79,69353
0.79,9339
0.79,14473
0.79,14583
0.79,12407
0.79,13705
0.79,11830
