alpha,steps
0.39,5200
0.39,8904
0.39,8169
0.39,5971
0.39,6713
0.39,7008
0.4,7207
0.4,3276
0.4,9129
0.4,4029
0.4,9819
0.4,3232
0.4,4244
0.4,6251
0.4,10120
0.4,7365
0.4,5553
0.4,7137
0.4,14129
0.4,5750
0.4,7022
0.4,6704
0.4,7894
0.4,4912
0.4,4258
0.4,5144
0.4,6644
0.4,8087
0.4,7252
0.4,6988
0.4,4722
0.4,5705
0.4,9599
0.4,6990
0.4,10938
0.4,5029
0.4,6216
0.4,6286
0.4,4904
0.4,5038
0.4,7299
0.4,4121
0.4,3208
0.4,4881
0.4,8488
0.4,4864
0.4,4183
0.4,5384
0.4,3627
0.4,4758
0.4,5586
0.4,5616
0.4,4575
0.4,6232
0.4,5954
0.4,4883
0.4,4796
0.4,14593
0.4,8897
0.4,2646
0.4,4707
0.4,6260
0.4,3998
0.4,8788
0.4,5630
0.4,4976
0.4,7412
0.4,7198
0.4,6407
0.4,11010
0.4,5649
0.4,8549
0.4,7353
0.4,7616
0.4,4297
0.4,4747
0.4,7493
0.4,3573
0.4,4814
0.4,5190
0.4,5741
0.4,5666
0.4,13327
0.4,6267
0.4,5045
0.4,5628
0.4,3502
0.4,4279
0.4,4785
0.4,6029
0.4,7459
0.4,4231
0.4,6923
0.4,3853
0.4,6692
0.4,7568
0.4,7259
0.4,3052
0.4,9168
0.4,4621
0.4,6829
0.4,10219
0.4,12886
0.4,6922
0.4,4746
0.4,3172
0.41,4294
0.41,5604
0.41,4824
0.41,5076
0.41,11133
0.41,7681
0.41,3763
0.41,4683
0.41,7558
0.41,5776
0.41,5095
0.41,11971
0.41,6414
0.41,2881
0.41,10504
0.41,10387
0.41,3964
0.41,6326
0.41,5793
0.41,7866
0.41,8008
0.41,6405
0.41,5735
0.41,7270
0.41,4803
0.41,7424
0.41,4746
0.41,6297
0.41,5092
0.41,10610
0.41,5401
0.41,4249
0.41,4729
0.41,4625
0.41,4287
0.41,5286
0.41,6094
0.41,4566
0.41,7386
0.41,4915
0.41,5314
0.41,9661
0.41,11043
0.41,9383
0.41,4936
0.41,9056
0.41,5330
0.41,8275
0.41,4830
0.41,2787
0.41,4620
0.41,7456
0.41,32089
0.41,5335
0.41,10856
0.41,6675
0.41,3502
0.41,8436
0.41,8251
0.41,6754
0.41,9710
0.41,3077
0.41,3542
0.41,5983
0.41,4008
0.41,10312
0.41,6059
0.41,5472
0.41,4325
0.41,4293
0.41,5290
0.41,4677
0.41,5466
0.41,8616
0.41,8469
0.41,5407
0.41,7765
0.41,6521
0.41,4398
0.41,6713
0.41,8773
0.41,8917
0.41,6428
0.41,7194
0.41,9546
0.41,8749
0.41,3503
0.41,6963
0.41,3586
0.41,5894
0.41,4046
0.41,6638
0.41,7573
0.41,6199
0.41,5270
0.41,14119
0.41,8851
0.41,5159
0.41,8953
0.41,3465
0.42,6518
0.42,15928
0.42,6429
0.42,8224
0.42,5545
0.42,6050
0.42,3922
0.42,6808
0.42,8134
0.42,9312
0.42,4873
0.42,9033
0.42,10864
0.42,7763
0.42,9884
0.42,7803
0.42,7364
0.42,5932
0.42,4776
0.42,7949
0.42,8248
0.42,7331
0.42,4612
0.42,5698
0.42,4259
0.42,6242
0.42,6045
0.42,6660
0.42,8034
0.42,5541
0.42,7043
0.42,19556
0.42,6237
0.42,7678
0.42,3277
0.42,5579
0.42,5812
0.42,11764
0.42,9043
0.42,5302
0.42,8580
0.42,4738
0.42,6416
0.42,7686
0.42,6648
0.42,7098
0.42,8019
0.42,5874
0.42,7469
0.42,6265
0.42,7037
0.42,15216
0.42,7181
0.42,7158
0.42,5541
0.42,4139
0.42,5591
0.42,9827
0.42,4440
0.42,6239
0.42,6365
0.42,6071
0.42,8680
0.42,4266
0.42,5730
0.42,10738
0.42,7574
0.42,3876
0.42,5692
0.42,7491
0.42,3663
0.42,7395
0.42,11772
0.42,8419
0.42,5723
0.42,7963
0.42,5167
0.42,4953
0.42,5717
0.42,3708
0.42,5223
0.42,6739
0.42,10097
0.42,6273
0.42,7120
0.42,8450
0.42,9858
0.42,5648
0.42,4531
0.42,10653
0.42,4200
0.42,3952
0.42,8567
0.42,6401
0.42,5588
0.42,4848
0.42,4727
0.42,6913
0.42,5954
0.42,6547
0.43,4849
0.43,8422
0.43,8399
0.43,4927
0.43,6993
0.43,5075
0.43,7254
0.43,2809
0.43,10174
0.43,9513
0.43,8402
0.43,6333
0.43,6695
0.43,8528
0.43,5827
0.43,9585
0.43,7692
0.43,6721
0.43,3126
0.43,10590
0.43,8055
0.43,7259
0.43,5731
0.43,8585
0.43,5778
0.43,4088
0.43,6757
0.43,5186
0.43,7449
0.43,5852
0.43,4399
0.43,6901
0.43,3372
0.43,9708
0.43,9961
0.43,6514
0.43,5086
0.43,7803
0.43,6657
0.43,5712
0.43,6721
0.43,11965
0.43,7702
0.43,3897
0.43,4513
0.43,6697
0.43,6187
0.43,12861
0.43,8684
0.43,4881
0.43,13992
0.43,6742
0.43,7567
0.43,7467
0.43,6331
0.43,4142
0.43,8140
0.43,14521
0.43,9431
0.43,4825
0.43,9143
0.43,3769
0.43,5117
0.43,10753
0.43,3199
0.43,6517
0.43,6372
0.43,3602
0.43,8465
0.43,5380
0.43,4428
0.43,6342
0.43,4801
0.43,5261
0.43,5264
0.43,5676
0.43,6103
0.43,6621
0.43,8026
0.43,9597
0.43,7633
0.43,7960
0.43,9644
0.43,8445
0.43,8905
0.43,6608
0.43,4483
0.43,7533
0.43,8431
0.43,4742
0.43,5736
0.43,8458
0.43,8630
0.43,5557
0.43,5224
0.43,5519
0.43,19168
0.43,8922
0.43,5677
0.43,5481
0.44,6068
0.44,7731
0.44,5626
0.44,7833
0.44,5589
0.44,6380
0.44,8851
0.44,13825
0.44,3692
0.44,8191
0.44,11378
0.44,9287
0.44,5376
0.44,6741
0.44,12016
0.44,6554
0.44,6977
0.44,10631
0.44,7103
0.44,10723
0.44,9332
0.44,4627
0.44,6860
0.44,4465
0.44,8003
0.44,6124
0.44,8359
0.44,4683
0.44,4311
0.44,9539
0.44,5916
0.44,9594
0.44,7506
0.44,7040
0.44,5760
0.44,6693
0.44,2543
0.44,5932
0.44,8960
0.44,7288
0.44,5303
0.44,6971
0.44,6282
0.44,7881
0.44,12112
0.44,7600
0.44,3040
0.44,8505
0.44,4776
0.44,10332
0.44,8298
0.44,9629
0.44,8536
0.44,4980
0.44,8295
0.44,5609
0.44,4728
0.44,7030
0.44,5863
0.44,6042
0.44,11804
0.44,4836
0.44,6399
0.44,5148
0.44,3305
0.44,9059
0.44,9928
0.44,7507
0.44,3486
0.44,7368
0.44,3712
0.44,4933
0.44,10377
0.44,4474
0.44,5964
0.44,6579
0.44,9204
0.44,6909
0.44,5390
0.44,5931
0.44,6285
0.44,7445
0.44,8094
0.44,5708
0.44,7652
0.44,3706
0.44,2799
0.44,7954
0.44,9622
0.44,5448
0.44,5560
0.44,7301
0.44,5962
0.44,7099
0.44,5982
0.44,14473
0.44,5010
0.44,9363
0.44,6163
0.44,5083
0.45,7763
0.45,4379
0.45,7390
0.45,8890
0.45,6402
0.45,6435
0.45,8392
0.45,7584
0.45,8419
0.45,5915
0.45,6181
0.45,7292
0.45,6763
0.45,10752
0.45,6694
0.45,9664
0.45,10420
0.45,7178
0.45,4841
0.45,8230
0.45,6878
0.45,11601
0.45,9154
0.45,3478
0.45,5833
0.45,9323
0.45,6309
0.45,22451
0.45,6082
0.45,6413
0.45,4732
0.45,7317
0.45,6225
0.45,11720
0.45,7718
0.45,4355
0.45,4525
0.45,9595
0.45,5019
0.45,4223
0.45,5121
0.45,5709
0.45,5108
0.45,6225
0.45,11487
0.45,6984
0.45,6695
0.45,8567
0.45,4818
0.45,8743
0.45,7242
0.45,7956
0.45,5538
0.45,8080
0.45,8091
0.45,5840
0.45,4385
0.45,9704
0.45,6768
0.45,8060
0.45,5194
0.45,8591
0.45,4103
0.45,9444
0.45,3386
0.45,7774
0.45,7940
0.45,8171
0.45,4935
0.45,5975
0.45,6620
0.45,8895
0.45,3981
0.45,5985
0.45,3734
0.45,8901
0.45,8831
0.45,4296
0.45,6388
0.45,5027
0.45,6409
0.45,5062
0.45,5223
0.45,8151
0.45,6766
0.45,5786
0.45,9881
0.45,10787
0.45,4922
0.45,10467
0.45,3161
0.45,5187
0.45,5548
0.45,6730
0.45,13383
0.45,12466
0.45,10936
0.45,8292
0.45,8169
0.45,7109
0.46,6844
0.46,5444
0.46,9109
0.46,11052
0.46,4681
0.46,3285
0.46,5556
0.46,6296
0.46,12374
0.46,9144
0.46,6206
0.46,8541
0.46,10756
0.46,8850
0.46,5953
0.46,12215
0.46,10013
0.46,8572
0.46,11339
0.46,6844
0.46,8412
0.46,3920
0.46,12709
0.46,5585
0.46,7776
0.46,7761
0.46,5975
0.46,9891
0.46,5680
0.46,5998
0.46,4087
0.46,6085
0.46,3546
0.46,7659
0.46,6627
0.46,6102
0.46,5037
0.46,9112
0.46,5477
0.46,6799
0.46,5405
0.46,10236
0.46,12981
0.46,8781
0.46,7770
0.46,13145
0.46,5729
0.46,3829
0.46,4140
0.46,5689
0.46,3427
0.46,5264
0.46,5503
0.46,8621
0.46,6086
0.46,6864
0.46,3942
0.46,6775
0.46,10859
0.46,5304
0.46,9343
0.46,9117
0.46,6834
0.46,6692
0.46,4594
0.46,5477
0.46,7610
0.46,5726
0.46,8067
0.46,6298
0.46,4130
0.46,4062
0.46,5225
0.46,8403
0.46,7731
0.46,7066
0.46,9941
0.46,4169
0.46,6818
0.46,6542
0.46,8461
0.46,4844
0.46,7254
0.46,10538
0.46,8993
0.46,8142
0.46,8432
0.46,8740
0.46,5874
0.46,8504
0.46,3396
0.46,8037
0.46,5466
0.46,5295
0.46,6912
0.46,4000
0.46,5716
0.46,6721
0.46,8986
0.46,3854
0.47,9359
0.47,11028
0.47,7490
0.47,4594
0.47,9998
0.47,7879
0.47,11846
0.47,7313
0.47,11627
0.47,8799
0.47,6602
0.47,9223
0.47,7576
0.47,5600
0.47,8027
0.47,10879
0.47,6932
0.47,8253
0.47,7664
0.47,6168
0.47,5772
0.47,5557
0.47,4700
0.47,6598
0.47,6993
0.47,4754
0.47,9339
0.47,10192
0.47,7749
0.47,8131
0.47,3717
0.47,7886
0.47,5724
0.47,8097
0.47,7568
0.47,4519
0.47,8514
0.47,8893
0.47,4368
0.47,7525
0.47,8173
0.47,5413
0.47,8620
0.47,6099
0.47,5763
0.47,8577
0.47,4764
0.47,8665
0.47,11683
0.47,6710
0.47,6002
0.47,5932
0.47,6905
0.47,5627
0.47,7348
0.47,10028
0.47,5244
0.47,8224
0.47,6706
0.47,4655
0.47,13662
0.47,5550
0.47,2743
0.47,7553
0.47,5487
0.47,5048
0.47,6585
0.47,5719
0.47,59232
0.47,8187
0.47,5111
0.47,8306
0.47,4202
0.47,8372
0.47,5938
0.47,7581
0.47,10687
0.47,10306
0.47,3986
0.47,10334
0.47,6984
0.47,6762
0.47,9281
0.47,12877
0.47,6341
0.47,3720
0.47,8469
0.47,7148
0.47,6844
0.47,8004
0.47,5990
0.47,8671
0.47,5244
0.47,8130
0.47,7712
0.47,11236
0.47,8975
0.47,23461
0.47,15922
0.47,6326
0.48,10078
0.48,9065
0.48,4870
0.48,9059
0.48,12948
0.48,7368
0.48,7613
0.48,5893
0.48,5311
0.48,4286
0.48,9940
0.48,7953
0.48,9516
0.48,8057
0.48,6996
0.48,10054
0.48,7863
0.48,5610
0.48,9135
0.48,7332
0.48,8369
0.48,9336
0.48,5813
0.48,10645
0.48,6576
0.48,10308
0.48,7549
0.48,14291
0.48,9231
0.48,8002
0.48,17177
0.48,8674
0.48,4608
0.48,9329
0.48,6647
0.48,6513
0.48,10037
0.48,4765
0.48,8603
0.48,4428
0.48,5111
0.48,7328
0.48,5387
0.48,4178
0.48,4863
0.48,4458
0.48,8454
0.48,6974
0.48,8854
0.48,4416
0.48,9833
0.48,4988
0.48,5667
0.48,6197
0.48,14458
0.48,17117
0.48,5268
0.48,8260
0.48,6112
0.48,8183
0.48,6971
0.48,7096
0.48,5327
0.48,17494
0.48,4267
0.48,3907
0.48,7655
0.48,5127
0.48,8077
0.48,10634
0.48,5762
0.48,9508
0.48,6566
0.48,7414
0.48,9552
0.48,8205
0.48,6253
0.48,5771
0.48,5523
0.48,4035
0.48,9140
0.48,11121
0.48,4523
0.48,6991
0.48,4423
0.48,11033
0.48,6547
0.48,3539
0.48,6249
0.48,9617
0.48,7220
0.48,9107
0.48,8226
0.48,5243
0.48,6815
0.48,9727
0.48,5953
0.48,8010
0.48,12290
0.48,7272
0.49,8474
0.49,7521
0.49,5375
0.49,6761
0.49,6732
0.49,9261
0.49,7187
0.49,4404
0.49,8253
0.49,6464
0.49,5154
0.49,9153
0.49,12160
0.49,10003
0.49,6650
0.49,8093
0.49,8450
0.49,9022
0.49,6568
0.49,9649
0.49,7439
0.49,12144
0.49,4857
0.49,7190
0.49,10499
0.49,6292
0.49,4346
0.49,10840
0.49,9090
0.49,8808
0.49,6813
0.49,6164
0.49,4863
0.49,7467
0.49,5618
0.49,2955
0.49,11668
0.49,9810
0.49,10140
0.49,5841
0.49,7262
0.49,3438
0.49,17572
0.49,5896
0.49,10549
0.49,8969
0.49,11479
0.49,7629
0.49,6727
0.49,8549
0.49,9642
0.49,11256
0.49,8186
0.49,6166
0.49,5546
0.49,5475
0.49,11868
0.49,8609
0.49,9607
0.49,10310
0.49,9291
0.49,4090
0.49,3689
0.49,17385
0.49,8045
0.49,4028
0.49,7430
0.49,7443
0.49,8747
0.49,7671
0.49,4142
0.49,5498
0.49,7585
0.49,11990
0.49,4260
0.49,8578
0.49,7054
0.49,5260
0.49,10934
0.49,10692
0.49,7330
0.49,9047
0.49,4208
0.49,8615
0.49,7179
0.49,5522
0.49,4304
0.49,5758
0.49,8392
0.49,8299
0.49,9259
0.49,7876
0.49,8267
0.49,6239
0.49,8006
0.49,11094
0.49,18625
0.49,7363
0.49,16672
0.49,6058
0.5,5665
0.5,7255
0.5,5310
0.5,6456
0.5,10541
0.5,8712
0.5,5701
0.5,6757
0.5,7518
0.5,13685
0.5,4396
0.5,6907
0.5,10726
0.5,7805
0.5,11094
0.5,7265
0.5,8321
0.5,7735
0.5,4012
0.5,8524
0.5,8028
0.5,5230
0.5,7971
0.5,10960
0.5,5852
0.5,7630
0.5,12987
0.5,9132
0.5,5059
0.5,7151
0.5,8464
0.5,7161
0.5,6547
0.5,12014
0.5,13805
0.5,6597
0.5,9196
0.5,9859
0.5,9432
0.5,4428
0.5,11955
0.5,6152
0.5,5673
0.5,6813
0.5,7499
0.5,10581
0.5,13033
0.5,6789
0.5,5289
0.5,11827
0.5,9267
0.5,9741
0.5,10510
0.5,5959
0.5,5802
0.5,9813
0.5,6680
0.5,7643
0.5,9279
0.5,6234
0.5,10501
0.5,7907
0.5,5707
0.5,4059
0.5,4777
0.5,5596
0.5,6971
0.5,15064
0.5,6994
0.5,8495
0.5,5353
0.5,9693
0.5,6049
0.5,5351
0.5,8506
0.5,8615
0.5,7746
0.5,10842
0.5,6237
0.5,8618
0.5,9102
0.5,16477
0.5,4896
0.5,8615
0.5,5509
0.5,15112
0.5,7623
0.5,8391
0.5,3637
0.5,7091
0.5,5845
0.5,4779
0.5,4601
0.5,12666
0.5,8268
0.5,11743
0.5,10483
0.5,7713
0.5,8200
0.5,6002
0.51,11803
0.51,9550
0.51,10492
0.51,9792
0.51,6729
0.51,8509
0.51,8626
0.51,10771
0.51,5840
0.51,6583
0.51,8814
0.51,8016
0.51,10019
0.51,8422
0.51,14795
0.51,7861
0.51,5058
0.51,6499
0.51,5188
0.51,8698
0.51,8951
0.51,9369
0.51,7827
0.51,8617
0.51,6299
0.51,11114
0.51,9625
0.51,3748
0.51,8926
0.51,12678
0.51,15545
0.51,18257
0.51,7420
0.51,15320
0.51,8630
0.51,5390
0.51,4624
0.51,7367
0.51,7455
0.51,7442
0.51,12864
0.51,4653
0.51,6940
0.51,9279
0.51,8282
0.51,8196
0.51,15681
0.51,7227
0.51,12610
0.51,19214
0.51,4838
0.51,9324
0.51,9724
0.51,8521
0.51,7998
0.51,6102
0.51,8387
0.51,11002
0.51,12954
0.51,7476
0.51,10569
0.51,11853
0.51,5201
0.51,4585
0.51,8966
0.51,5292
0.51,6951
0.51,9075
0.51,8860
0.51,6631
0.51,8810
0.51,10800
0.51,9159
0.51,5032
0.51,7477
0.51,11972
0.51,9305
0.51,6994
0.51,7037
0.51,6062
0.51,23498
0.51,6594
0.51,8370
0.51,7193
0.51,5328
0.51,6380
0.51,8905
0.51,6313
0.51,9052
0.51,6987
0.51,6034
0.51,8528
0.51,26307
0.51,9411
0.51,7522
0.51,22315
0.51,27848
0.51,10813
0.51,18702
0.51,13377
0.52,4026
0.52,5013
0.52,18984
0.52,7347
0.52,4453
0.52,4986
0.52,10382
0.52,5497
0.52,6675
0.52,7948
0.52,8613
0.52,10340
0.52,9843
0.52,11016
0.52,8112
0.52,7048
0.52,8398
0.52,9355
0.52,5911
0.52,6970
0.52,9973
0.52,7620
0.52,4198
0.52,10202
0.52,5655
0.52,11287
0.52,10155
0.52,5458
0.52,14012
0.52,5207
0.52,8579
0.52,7505
0.52,8523
0.52,7522
0.52,6245
0.52,26740
0.52,8518
0.52,9247
0.52,6994
0.52,11564
0.52,10692
0.52,12183
0.52,6160
0.52,13599
0.52,8533
0.52,6570
0.52,8541
0.52,4973
0.52,7397
0.52,6777
0.52,8469
0.52,8834
0.52,9658
0.52,4349
0.52,4423
0.52,7061
0.52,6647
0.52,6074
0.52,7105
0.52,5614
0.52,7974
0.52,10482
0.52,3328
0.52,9284
0.52,6796
0.52,7688
0.52,6767
0.52,4139
0.52,13551
0.52,38186
0.52,5930
0.52,9095
0.52,11287
0.52,10313
0.52,7857
0.52,15835
0.52,12544
0.52,9720
0.52,7564
0.52,8226
0.52,11617
0.52,8140
0.52,10221
0.52,9491
0.52,8065
0.52,6342
0.52,5115
0.52,4440
0.52,7368
0.52,11864
0.52,5808
0.52,6361
0.52,7540
0.52,8912
0.52,6974
0.52,81312
0.52,8563
0.52,7760
0.52,4287
0.52,9920
0.53,9068
0.53,8381
0.53,4496
0.53,5639
0.53,9046
0.53,11594
0.53,6226
0.53,6124
0.53,16377
0.53,10271
0.53,7342
0.53,17100
0.53,9218
0.53,7099
0.53,12123
0.53,14761
0.53,7500
0.53,6344
0.53,11455
0.53,11198
0.53,7854
0.53,6294
0.53,7123
0.53,6732
0.53,6093
0.53,11342
0.53,8746
0.53,6888
0.53,13479
0.53,8162
0.53,10455
0.53,14044
0.53,7545
0.53,9932
0.53,9118
0.53,8881
0.53,5345
0.53,5397
0.53,6968
0.53,5196
0.53,5642
0.53,10309
0.53,7976
0.53,16175
0.53,6147
0.53,4584
0.53,9897
0.53,6550
0.53,8006
0.53,9614
0.53,4266
0.53,9789
0.53,14649
0.53,10150
0.53,5829
0.53,10953
0.53,6605
0.53,7911
0.53,11476
0.53,6036
0.53,7276
0.53,3371
0.53,6283
0.53,12766
0.53,7069
0.53,8292
0.53,9455
0.53,10773
0.53,5740
0.53,9252
0.53,45281
0.53,8079
0.53,8030
0.53,17752
0.53,6168
0.53,8021
0.53,11390
0.53,10061
0.53,7120
0.53,4432
0.53,8342
0.53,8214
0.53,7169
0.53,4291
0.53,9266
0.53,3424
0.53,7872
0.53,4617
0.53,6867
0.53,10722
0.53,3764
0.53,8132
0.53,8054
0.53,7452
0.53,7554
0.53,9164
0.53,38060
0.53,56314
0.53,12695
0.53,10634
0.54,7876
0.54,6206
0.54,7576
0.54,6467
0.54,57884
0.54,7421
0.54,6961
0.54,6396
0.54,11612
0.54,11039
0.54,8364
0.54,6150
0.54,12536
0.54,4467
0.54,29739
0.54,8995
0.54,10126
0.54,13245
0.54,9038
0.54,12006
0.54,7024
0.54,8632
0.54,4775
0.54,6253
0.54,4076
0.54,7184
0.54,6590
0.54,5806
0.54,10099
0.54,9579
0.54,10570
0.54,11384
0.54,5485
0.54,13265
0.54,10728
0.54,11766
0.54,5590
0.54,10644
0.54,99999
0.54,3730
0.54,8067
0.54,9331
0.54,7231
0.54,9089
0.54,12211
0.54,7238
0.54,9558
0.54,8189
0.54,7783
0.54,11405
0.54,10375
0.54,10863
0.54,7576
0.54,4477
0.54,20753
0.54,8714
0.54,4739
0.54,7929
0.54,12565
0.54,10985
0.54,8824
0.54,5557
0.54,4815
0.54,6744
0.54,10892
0.54,7335
0.54,4555
0.54,6809
0.54,8236
0.54,27017
0.54,13274
0.54,6586
0.54,6273
0.54,20550
0.54,11895
0.54,12616
0.54,14765
0.54,7034
0.54,8935
0.54,6711
0.54,9400
0.54,10801
0.54,10611
0.54,8624
0.54,6410
0.54,8044
0.54,9268
0.54,10578
0.54,8839
0.54,16312
0.54,4454
0.54,6201
0.54,6491
0.54,11916
0.54,8340
0.54,10075
0.54,8769
0.54,6885
0.54,9123
0.54,13775
0.55,10366
0.55,3977
0.55,11648
0.55,7638
0.55,11335
0.55,9430
0.55,5955
0.55,4122
0.55,6719
0.55,11053
0.55,7690
0.55,4369
0.55,5680
0.55,11518
0.55,12843
0.55,7948
0.55,5064
0.55,18139
0.55,10858
0.55,4144
0.55,11585
0.55,9584
0.55,6864
0.55,8719
0.55,5409
0.55,15654
0.55,7696
0.55,12444
0.55,7098
0.55,10726
0.55,8684
0.55,45331
0.55,5191
0.55,16600
0.55,6152
0.55,11008
0.55,4948
0.55,8012
0.55,12891
0.55,6345
0.55,5916
0.55,13294
0.55,3928
0.55,36529
0.55,12705
0.55,30175
0.55,14980
0.55,10863
0.55,10088
0.55,8529
0.55,4667
0.55,25633
0.55,19637
0.55,10982
0.55,4198
0.55,14156
0.55,6417
0.55,4788
0.55,10224
0.55,14117
0.55,8440
0.55,11221
0.55,7336
0.55,10864
0.55,7022
0.55,14233
0.55,7153
0.55,5640
0.55,8850
0.55,9623
0.55,5203
0.55,8488
0.55,11679
0.55,8832
0.55,9681
0.55,7972
0.55,10670
0.55,6563
0.55,8719
0.55,7804
0.55,5187
0.55,11729
0.55,8535
0.55,12010
0.55,8546
0.55,5700
0.55,3766
0.55,8025
0.55,10391
0.55,13354
0.55,5035
0.55,15881
0.55,9452
0.55,24523
0.55,11657
0.55,9742
0.55,8775
0.55,9252
0.55,5493
0.55,10980
0.56,6571
0.56,16390
0.56,10169
0.56,6030
0.56,21041
0.56,7610
0.56,6155
0.56,4285
0.56,17954
0.56,8298
0.56,7125
0.56,4996
0.56,5717
0.56,11351
0.56,10047
0.56,11589
0.56,14384
0.56,6667
0.56,14406
0.56,8321
0.56,13362
0.56,10576
0.56,6837
0.56,3616
0.56,6265
0.56,11410
0.56,9408
0.56,5040
0.56,91811
0.56,12572
0.56,14491
0.56,7514
0.56,4890
0.56,8196
0.56,9386
0.56,10939
0.56,7761
0.56,10151
0.56,10997
0.56,7481
0.56,28106
0.56,6913
0.56,12517
0.56,16431
0.56,11615
0.56,6074
0.56,8840
0.56,6567
0.56,6777
0.56,9849
0.56,7236
0.56,17203
0.56,10817
0.56,8772
0.56,7899
0.56,7776
0.56,7278
0.56,6766
0.56,8640
0.56,7414
0.56,18005
0.56,5654
0.56,12722
0.56,15126
0.56,3114
0.56,7834
0.56,6240
0.56,6379
0.56,43320
0.56,10658
0.56,11944
0.56,14889
0.56,5508
0.56,13327
0.56,7476
0.56,7437
0.56,22307
0.56,6466
0.56,5973
0.56,6694
0.56,7333
0.56,10739
0.56,10103
0.56,15870
0.56,14068
0.56,9245
0.56,7497
0.56,20209
0.56,13025
0.56,8455
0.56,19052
0.56,6985
0.56,9686
0.56,12609
0.56,6525
0.56,10057
0.56,13722
0.56,11531
0.56,11967
0.56,6596
0.57,6298
0.57,7031
0.57,8990
0.57,10004
0.57,10096
0.57,5389
0.57,6219
0.57,10577
0.57,17626
0.57,5972
0.57,5308
0.57,7247
0.57,7991
0.57,12080
0.57,11513
0.57,9400
0.57,6373
0.57,14177
0.57,6456
0.57,7832
0.57,13120
0.57,9544
0.57,13325
0.57,7107
0.57,8866
0.57,18067
0.57,9321
0.57,7784
0.57,8279
0.57,7162
0.57,5453
0.57,8254
0.57,7603
0.57,10906
0.57,10815
0.57,7809
0.57,6411
0.57,7761
0.57,8374
0.57,6945
0.57,10106
0.57,12772
0.57,11148
0.57,8634
0.57,5080
0.57,8205
0.57,4852
0.57,4630
0.57,6412
0.57,8816
0.57,7429
0.57,40884
0.57,12994
0.57,7774
0.57,7013
0.57,15010
0.57,5761
0.57,8759
0.57,16780
0.57,7601
0.57,15696
0.57,11328
0.57,9283
0.57,37554
0.57,10773
0.57,13844
0.57,4734
0.57,5932
0.57,27114
0.57,9278
0.57,8465
0.57,10708
0.57,8648
0.57,21829
0.57,9834
0.57,13204
0.57,8381
0.57,8185
0.57,8710
0.57,11502
0.57,15351
0.57,8189
0.57,9151
0.57,5577
0.57,99999
0.57,4962
0.57,4774
0.57,7177
0.57,13440
0.57,7478
0.57,8359
0.57,11315
0.57,9411
0.57,8367
0.57,7899
0.57,6780
0.57,10103
0.57,8268
0.57,12104
0.57,6704
0.58,9165
0.58,12526
0.58,7577
0.58,9872
0.58,5962
0.58,7032
0.58,4800
0.58,9638
0.58,18662
0.58,12257
0.58,8133
0.58,15890
0.58,16237
0.58,6271
0.58,14653
0.58,11926
0.58,10325
0.58,5895
0.58,5899
0.58,9318
0.58,10684
0.58,10986
0.58,4264
0.58,12618
0.58,9520
0.58,8948
0.58,7258
0.58,8625
0.58,12841
0.58,10007
0.58,9265
0.58,52847
0.58,6454
0.58,20373
0.58,8006
0.58,12340
0.58,5486
0.58,7019
0.58,10095
0.58,8930
0.58,6877
0.58,7901
0.58,10772
0.58,9440
0.58,13505
0.58,14102
0.58,8718
0.58,9526
0.58,11107
0.58,8672
0.58,12866
0.58,36501
0.58,10960
0.58,12924
0.58,9147
0.58,11532
0.58,8581
0.58,7393
0.58,8543
0.58,8707
0.58,7122
0.58,8769
0.58,5417
0.58,6450
0.58,6590
0.58,11156
0.58,56185
0.58,11102
0.58,14073
0.58,11059
0.58,13745
0.58,11658
0.58,5372
0.58,8792
0.58,15920
0.58,11944
0.58,70376
0.58,5624
0.58,12451
0.58,10774
0.58,10830
0.58,8322
0.58,16309
0.58,9091
0.58,12623
0.58,14439
0.58,5722
0.58,8008
0.58,12482
0.58,9358
0.58,8827
0.58,6351
0.58,10590
0.58,7192
0.58,4410
0.58,99999
0.58,58683
0.58,7992
0.58,12606
0.58,10479
0.59,99999
0.59,11157
0.59,21317
0.59,6687
0.59,5742
0.59,6594
0.59,15190
0.59,11673
0.59,7611
0.59,9433
0.59,7559
0.59,7265
0.59,11516
0.59,10218
0.59,9395
0.59,11330
0.59,8210
0.59,11708
0.59,6939
0.59,38659
0.59,8865
0.59,9148
0.59,13768
0.59,26980
0.59,9106
0.59,13458
0.59,20548
0.59,11568
0.59,37006
0.59,10021
0.59,21028
0.59,13684
0.59,10602
0.59,6393
0.59,14249
0.59,8533
0.59,3535
0.59,5217
0.59,11316
0.59,7218
0.59,7369
0.59,99999
0.59,7763
0.59,21098
0.59,12773
0.59,8202
0.59,5303
0.59,7792
0.59,99999
0.59,13676
0.59,13310
0.59,15125
0.59,10138
0.59,11069
0.59,12039
0.59,8078
0.59,9767
0.59,5977
0.59,61434
0.59,8387
0.59,80670
0.59,4375
0.59,6886
0.59,44297
0.59,9245
0.59,8127
0.59,7265
0.59,7907
0.59,16971
0.59,4640
0.59,10502
0.59,9656
0.59,10512
0.59,10868
0.59,8610
0.59,10508
0.59,11158
0.59,6633
0.59,8246
0.59,9389
0.59,12691
0.59,9258
0.59,7265
0.59,7405
0.59,8726
0.59,9854
0.59,9179
0.59,9473
0.59,7823
0.59,9967
0.59,6048
0.59,9743
0.59,9913
