alpha,steps
0.6,6053
0.6,8619
0.6,10380
0.6,11265
0.6,9779
0.6,8159
0.6,6324
0.6,14727
0.61,11572
0.61,8050
0.61,9446
0.61,12970
0.61,12960
0.61,8453
0.61,15690
0.61,14754
0.61,14016
0.61,12985
0.61,17140
0.61,6348
0.61,15919
0.61,12442
0.61,10653
0.61,9176
0.61,10439
0.61,9098
0.61,13741
0.61,10615
0.61,13049
0.61,10240
0.61,12758
0.61,49883
0.61,8294
0.61,39311
0.61,8334
0.61,14195
0.61,14853
0.61,14483
0.61,15913
0.61,14580
0.61,26325
0.61,13935
0.61,8800
0.61,13507
0.61,10887
0.61,25931
0.61,47794
0.61,11911
0.61,16600
0.61,14551
0.61,99999
0.61,9892
0.61,5606
0.61,8183
0.61,9399
0.61,11972
0.61,10421
0.61,11165
0.61,12809
0.61,10844
0.61,10809
0.61,12681
0.61,16722
0.61,12682
0.61,14594
0.61,8824
0.61,17437
0.61,11201
0.61,16221
0.61,11118
0.61,52530
0.61,5593
0.61,27882
0.61,30166
0.61,12275
0.61,10020
0.61,35517
0.61,28827
0.61,10094
0.61,15685
0.61,8898
0.61,12541
0.61,9107
0.61,17188
0.61,27594
0.61,37376
0.61,23571
0.61,7175
0.61,16841
0.61,19159
0.61,13702
0.61,9247
0.61,8270
0.61,6977
0.61,9162
0.61,8336
0.61,17382
0.61,8490
0.61,14247
0.61,28654
0.61,9196
0.61,11386
0.61,9476
0.61,13231
0.61,5921
0.61,14088
0.61,9395
0.61,27064
0.62,10257
0.62,14012
0.62,7248
0.62,12163
0.62,85603
0.62,15515
0.62,12981
0.62,14701
0.62,15083
0.62,13307
0.62,10737
0.62,10689
0.62,14407
0.62,12747
0.62,99999
0.62,9369
0.62,51783
0.62,15289
0.62,10324
0.62,45217
0.62,15031
0.62,10455
0.62,8803
0.62,14197
0.62,10310
0.62,29790
0.62,10155
0.62,6559
0.62,11864
0.62,14046
0.62,12566
0.62,23926
0.62,11577
0.62,11091
0.62,12669
0.62,5217
0.62,6039
0.62,15199
0.62,11209
0.62,5455
0.62,19503
0.62,11466
0.62,13732
0.62,6975
0.62,10227
0.62,34642
0.62,25392
0.62,12964
0.62,99999
0.62,10031
0.62,10511
0.62,8654
0.62,5860
0.62,99999
0.62,20233
0.62,11844
0.62,11781
0.62,5196
0.62,99999
0.62,32971
0.62,10526
0.62,14188
0.62,12180
0.62,58574
0.62,7454
0.62,6907
0.62,10178
0.62,22155
0.62,14677
0.62,18972
0.62,6427
0.62,22338
0.62,15723
0.62,8329
0.62,10135
0.62,4917
0.62,13155
0.62,15834
0.62,8902
0.62,13320
0.62,13535
0.62,13586
0.62,13312
0.62,7956
0.62,15731
0.62,10648
0.62,9414
0.62,11868
0.62,10582
0.62,17664
0.62,33712
0.62,10554
0.62,14039
0.62,11052
0.62,81440
0.62,9068
0.62,10072
0.62,5341
0.62,9303
0.62,14140
0.63,50174
0.63,12165
0.63,13149
0.63,11319
0.63,11009
0.63,19517
0.63,75123
0.63,5522
0.63,16579
0.63,8940
0.63,13329
0.63,13127
0.63,5309
0.63,14329
0.63,9564
0.63,5373
0.63,16048
0.63,9554
0.63,10180
0.63,15475
0.63,6742
0.63,13629
0.63,12954
0.63,10515
0.63,10867
0.63,19172
0.63,51063
0.63,11066
0.63,10482
0.63,23832
0.63,99999
0.63,50588
0.63,23365
0.63,10770
0.63,5952
0.63,11631
0.63,35008
0.63,9935
0.63,10961
0.63,5535
0.63,10095
0.63,9688
0.63,21843
0.63,14382
0.63,10394
0.63,14269
0.63,6935
0.63,27553
0.63,21900
0.63,20009
0.63,12231
0.63,11233
0.63,7895
0.63,14775
0.63,6465
0.63,13697
0.63,99999
0.63,17584
0.63,20274
0.63,10906
0.63,15331
0.63,10765
0.63,8011
0.63,10200
0.63,12071
0.63,42071
0.63,9678
0.63,9256
0.63,23906
0.63,9765
0.63,5666
0.63,99999
0.63,18070
0.63,10142
0.63,21199
0.63,11405
0.63,20584
0.63,8228
0.63,13952
0.63,18470
0.63,77039
0.63,11768
0.63,13652
0.63,16627
0.63,17689
0.63,9518
0.63,64470
0.63,10283
0.63,10996
0.63,9090
0.63,11987
0.63,30174
0.63,14888
0.63,14689
0.63,17675
0.63,11396
0.63,8394
0.63,12967
0.63,29346
0.63,9595
0.64,6986
0.64,16080
0.64,13289
0.64,26137
0.64,70940
0.64,25225
0.64,10199
0.64,24774
0.64,19954
0.64,7315
0.64,17568
0.64,14264
0.64,12423
0.64,9364
0.64,99999
0.64,14367
0.64,55957
0.64,28691
0.64,17759
0.64,5139
0.64,8303
0.64,13957
0.64,8121
0.64,7729
0.64,16757
0.64,19144
0.64,13031
0.64,19869
0.64,14117
0.64,19036
0.64,33220
0.64,17214
0.64,23129
0.64,29654
0.64,29755
0.64,29702
0.64,15253
0.64,4445
0.64,99999
0.64,18086
0.64,8285
0.64,8749
0.64,6578
0.64,99999
0.64,77867
0.64,63630
0.64,16218
0.64,16865
0.64,11638
0.64,10027
0.64,7313
0.64,18124
0.64,9202
0.64,44431
0.64,15995
0.64,11731
0.64,15548
0.64,8895
0.64,9262
0.64,11403
0.64,9972
0.64,99999
0.64,8307
0.64,71740
0.64,7676
0.64,9665
0.64,8905
0.64,8833
0.64,8405
0.64,12910
0.64,60052
0.64,85480
0.64,15605
0.64,16166
0.64,56225
0.64,10278
0.64,9615
0.64,16782
0.64,19922
0.64,19461
0.64,9125
0.64,6915
0.64,9568
0.64,35640
0.64,9689
0.64,18695
0.64,12417
0.64,21729
0.64,7809
0.64,48940
0.64,11034
0.64,25988
0.64,8391
0.64,20091
0.64,5814
0.64,21814
0.64,16171
0.64,15505
0.64,17218
0.64,9963
0.65,15526
0.65,8812
0.65,11463
0.65,12054
0.65,6481
0.65,16492
0.65,99999
0.65,7257
0.65,32106
0.65,99999
0.65,9575
0.65,20691
0.65,9814
0.65,13161
0.65,63849
0.65,10675
0.65,63773
0.65,15792
0.65,18237
0.65,13020
0.65,13060
0.65,14837
0.65,4428
0.65,13584
0.65,11139
0.65,41073
0.65,13406
0.65,97009
0.65,13618
0.65,9097
0.65,13893
0.65,14269
0.65,13580
0.65,16932
0.65,11727
0.65,9434
0.65,17044
0.65,16719
0.65,12584
0.65,11614
0.65,61959
0.65,7481
0.65,8562
0.65,20660
0.65,99999
0.65,83481
0.65,48730
0.65,71523
0.65,15692
0.65,9734
0.65,16094
0.65,22043
0.65,18270
0.65,15618
0.65,9139
0.65,14029
0.65,11257
0.65,20598
0.65,56047
0.65,10785
0.65,14353
0.65,14004
0.65,21131
0.65,6991
0.65,20883
0.65,12777
0.65,11561
0.65,19102
0.65,13836
0.65,19903
0.65,8649
0.65,11722
0.65,99999
0.65,9755
0.65,22688
0.65,17730
0.65,46459
0.65,11128
0.65,9684
0.65,99999
0.65,29261
0.65,99999
0.65,12779
0.65,12458
0.65,40232
0.65,11588
0.65,11841
0.65,10040
0.65,12010
0.65,13354
0.65,11852
0.65,11881
0.65,14950
0.65,17082
0.65,7472
0.65,10107
0.65,11802
0.65,9429
0.65,13508
0.65,15821
0.66,11184
0.66,14235
0.66,10925
0.66,10229
0.66,12455
0.66,20952
0.66,18279
0.66,11615
0.66,55572
0.66,15432
0.66,99999
0.66,15674
0.66,10075
0.66,38047
0.66,11627
0.66,10344
0.66,78176
0.66,18873
0.66,15536
0.66,13620
0.66,13709
0.66,8776
0.66,12278
0.66,17100
0.66,12566
0.66,17258
0.66,15313
0.66,11366
0.66,45886
0.66,19485
0.66,9475
0.66,11212
0.66,13376
0.66,50752
0.66,13232
0.66,15296
0.66,16188
0.66,14519
0.66,14248
0.66,16887
0.66,7801
0.66,14008
0.66,13063
0.66,73801
0.66,50968
0.66,46929
0.66,16358
0.66,11585
0.66,10707
0.66,99999
0.66,15298
0.66,82830
0.66,8118
0.66,10907
0.66,48677
0.66,99999
0.66,10209
0.66,6976
0.66,13904
0.66,6519
0.66,15436
0.66,12602
0.66,57717
0.66,94036
0.66,18178
0.66,12232
0.66,15086
0.66,9713
0.66,8686
0.66,32698
0.66,99999
0.66,11759
0.66,19360
0.66,8431
0.66,8214
0.66,12857
0.66,99999
0.66,6945
0.66,68199
0.66,43077
0.66,10218
0.66,8371
0.66,99999
0.66,14072
0.66,12554
0.66,15956
0.66,99999
0.66,12066
0.66,11931
0.66,72394
0.66,10339
0.66,11638
0.66,19834
0.66,14006
0.66,16560
0.66,11310
0.66,10595
0.66,68115
0.66,99999
0.66,99999
0.67,8549
0.67,19011
0.67,5451
0.67,52945
0.67,99999
0.67,13415
0.67,10650
0.67,12812
0.67,8248
0.67,9650
0.67,13314
0.67,67665
0.67,9813
0.67,12202
0.67,20417
0.67,23613
0.67,9370
0.67,9524
0.67,99999
0.67,15816
0.67,13373
0.67,16293
0.67,15382
0.67,3943
0.67,8649
0.67,15941
0.67,16164
0.67,10497
0.67,15462
0.67,11538
0.67,13664
0.67,9898
0.67,20237
0.67,99999
0.67,12382
0.67,7871
0.67,56480
0.67,13922
0.67,15424
0.67,10722
0.67,18723
0.67,9528
0.67,20420
0.67,99999
0.67,99999
0.67,13667
0.67,55027
0.67,99999
0.67,10993
0.67,99999
0.67,21570
0.67,13670
0.67,11027
0.67,45239
0.67,56949
0.67,16041
0.67,6513
0.67,22778
0.67,15856
0.67,8580
0.67,62038
0.67,10256
0.67,18006
0.67,11496
0.67,10539
0.67,8566
0.67,13936
0.67,13653
0.67,17177
0.67,15715
0.67,16035
0.67,8938
0.67,20930
0.67,13922
0.67,27763
0.67,31968
0.67,10400
0.67,99999
0.67,12895
0.67,25267
0.67,13199
0.67,83716
0.67,23200
0.67,37369
0.67,13171
0.67,14934
0.67,23636
0.67,14493
0.67,12961
0.67,20895
0.67,16879
0.67,10631
0.67,13365
0.67,93312
0.67,14955
0.67,99999
0.67,22139
0.67,27141
0.67,11339
0.67,12739
0.68,99999
0.68,16796
0.68,15918
0.68,11767
0.68,88814
0.68,17280
0.68,31625
0.68,99999
0.68,12317
0.68,10246
0.68,99999
0.68,35500
0.68,18848
0.68,9904
0.68,16705
0.68,19325
0.68,49027
0.68,27451
0.68,32280
0.68,51136
0.68,29745
0.68,16612
0.68,22669
0.68,43721
0.68,11425
0.68,99999
0.68,8420
0.68,13102
0.68,12980
0.68,99999
0.68,8817
0.68,10692
0.68,20500
0.68,96049
0.68,14236
0.68,11428
0.68,17357
0.68,21928
0.68,22686
0.68,28692
0.68,16808
0.68,9932
0.68,14227
0.68,14137
0.68,43110
0.68,9088
0.68,15892
0.68,13790
0.68,13121
0.68,6735
0.68,60200
0.68,33140
0.68,14950
0.68,9898
0.68,10257
0.68,99999
0.68,8132
0.68,12056
0.68,22477
0.68,13041
0.68,13886
0.68,66128
0.68,92056
0.68,39230
0.68,13026
0.68,13178
0.68,33601
0.68,13540
0.68,8355
0.68,58273
0.68,72873
0.68,15123
0.68,17528
0.68,16264
0.68,9260
0.68,11968
0.68,12614
0.68,62514
0.68,81115
0.68,16977
0.68,13082
0.68,25452
0.68,17291
0.68,12225
0.68,12474
0.68,10330
0.68,15465
0.68,16778
0.68,99999
0.68,15229
0.68,82750
0.68,21087
0.68,99999
0.68,99999
0.68,99999
0.68,46967
0.68,14577
0.68,19021
0.68,17713
0.68,6850
0.69,14932
0.69,32654
0.69,13445
0.69,13930
0.69,17471
0.69,17338
0.69,15529
0.69,14997
0.69,15601
0.69,9373
0.69,99999
0.69,18804
0.69,13148
0.69,9388
0.69,37778
0.69,14051
0.69,15122
0.69,19401
0.69,8123
0.69,50953
0.69,99999
0.69,42422
0.69,80683
0.69,28109
0.69,19324
0.69,74271
0.69,6940
0.69,15145
0.69,15881
0.69,19591
0.69,99999
0.69,18656
0.69,15968
0.69,99999
0.69,88044
0.69,17133
0.69,25564
0.69,12889
0.69,17950
0.69,64804
0.69,34380
0.69,12640
0.69,14680
0.69,11825
0.69,19846
0.69,99999
0.69,15594
0.69,82868
0.69,12826
0.69,34353
0.69,26515
0.69,19041
0.69,76047
0.69,13994
0.69,15174
0.69,11688
0.69,10584
0.69,6170
0.69,88503
0.69,11196
0.69,57891
0.69,20089
0.69,47626
0.69,9856
0.69,33461
0.69,22858
0.69,27634
0.69,83033
0.69,15472
0.69,37143
0.69,28151
0.69,13932
0.69,66993
0.69,94372
0.69,99999
0.69,15547
0.69,99999
0.69,16637
0.69,10564
0.69,13434
0.69,51510
0.69,15318
0.69,16655
0.69,25034
0.69,15947
0.69,25140
0.69,14582
0.69,10976
0.69,38873
0.69,55642
0.69,11810
0.69,10415
0.69,57070
0.69,10950
0.69,10188
0.69,16417
0.69,10737
0.69,99999
0.69,19638
0.69,7671
0.7,13121
0.7,77153
0.7,21124
0.7,99999
0.7,13093
0.7,18868
0.7,34531
0.7,99999
0.7,55094
0.7,15053
0.7,14957
0.7,18173
0.7,9998
0.7,21283
0.7,5187
0.7,13198
0.7,15921
0.7,55001
0.7,23900
0.7,16667
0.7,7276
0.7,99999
0.7,22051
0.7,99999
0.7,43832
0.7,16238
0.7,64004
0.7,74164
0.7,11335
0.7,99999
0.7,13001
0.7,12848
0.7,99999
0.7,6049
0.7,16522
0.7,19213
0.7,7576
0.7,15384
0.7,17304
0.7,16586
0.7,17092
0.7,16553
0.7,99999
0.7,13206
0.7,15840
0.7,99999
0.7,9245
0.7,13115
0.7,17101
0.7,20971
0.7,99999
0.7,99999
0.7,6231
0.7,32790
0.7,12574
0.7,9563
0.7,99999
0.7,31435
0.7,99999
0.7,14728
0.7,22996
0.7,10457
0.7,26527
0.7,11133
0.7,14600
0.7,99999
0.7,15414
0.7,18271
0.7,16423
0.7,99999
0.7,19122
0.7,99999
0.7,14138
0.7,24283
0.7,25578
0.7,22532
0.7,20873
0.7,19027
0.7,43769
0.7,11492
0.7,10780
0.7,38646
0.7,22068
0.7,99999
0.7,17829
0.7,12588
0.7,48384
0.7,9986
0.7,15780
0.7,99999
0.7,7326
0.7,97547
0.7,8916
0.7,99999
0.7,33469
0.7,78423
0.7,9218
0.7,6808
0.7,16493
0.7,14084
0.71,22767
0.71,19032
0.71,14979
0.71,77470
0.71,80203
0.71,20373
0.71,10833
0.71,10876
0.71,15933
0.71,58636
0.71,28392
0.71,11251
0.71,99999
0.71,18327
0.71,15076
0.71,9706
0.71,7993
0.71,13450
0.71,8404
0.71,16005
0.71,18644
0.71,14500
0.71,75595
0.71,13099
0.71,13775
0.71,41975
0.71,99999
0.71,13420
0.71,18428
0.71,28743
0.71,99999
0.71,17184
0.71,13261
0.71,19073
0.71,84415
0.71,25968
0.71,61006
0.71,18852
0.71,17708
0.71,18602
0.71,23691
0.71,17908
0.71,10743
0.71,99999
0.71,37610
0.71,12769
0.71,99999
0.71,99999
0.71,11145
0.71,99999
0.71,17718
0.71,21332
0.71,49756
0.71,8355
0.71,9610
0.71,55594
0.71,14860
0.71,6926
0.71,16126
0.71,15849
0.71,21523
0.71,14441
0.71,14539
0.71,20419
0.71,14433
0.71,18965
0.71,99999
0.71,17286
0.71,13131
0.71,11475
0.71,71076
0.71,13060
0.71,20471
0.71,18839
0.71,19873
0.71,14172
0.71,22064
0.71,24838
0.71,13727
0.71,99999
0.71,70485
0.71,11940
0.71,29848
0.71,99999
0.71,10372
0.71,62003
0.71,51551
0.71,15119
0.71,99999
0.71,58182
0.71,13870
0.71,18477
0.71,99999
0.71,99999
0.71,13167
0.71,12627
0.71,8842
0.71,62220
0.71,35145
0.71,24536
0.72,10522
0.72,13508
0.72,25781
0.72,10042
0.72,72212
0.72,14032
0.72,99999
0.72,13711
0.72,20379
0.72,20786
0.72,17596
0.72,53170
0.72,99999
0.72,6501
0.72,64783
0.72,48546
0.72,8553
0.72,34232
0.72,12789
0.72,24193
0.72,76151
0.72,99999
0.72,17265
0.72,58628
0.72,11566
0.72,12514
0.72,13071
0.72,99999
0.72,10228
0.72,20084
0.72,15181
0.72,22378
0.72,99999
0.72,17668
0.72,24887
0.72,15495
0.72,16728
0.72,12291
0.72,55119
0.72,11374
0.72,14722
0.72,18364
0.72,17673
0.72,77832
0.72,7651
0.72,12838
0.72,6222
0.72,68777
0.72,99999
0.72,21950
0.72,20519
0.72,19081
0.72,99999
0.72,12901
0.72,9922
0.72,24435
0.72,11092
0.72,12350
0.72,99999
0.72,16793
0.72,13874
0.72,99999
0.72,11802
0.72,18614
0.72,15939
0.72,7491
0.72,99999
0.72,13036
0.72,17422
0.72,99999
0.72,23065
0.72,14207
0.72,9857
0.72,35295
0.72,99999
0.72,86086
0.72,14261
0.72,15133
0.72,14287
0.72,99999
0.72,99999
0.72,19761
0.72,17105
0.72,20303
0.72,15075
0.72,56928
0.72,12721
0.72,15543
0.72,53738
0.72,30482
0.72,24137
0.72,16149
0.72,10548
0.72,99999
0.72,20061
0.72,11078
0.72,20475
0.72,19639
0.72,10050
0.72,99999
0.73,12006
0.73,97363
0.73,20289
0.73,12188
0.73,14111
0.73,12777
0.73,55753
0.73,15579
0.73,37122
0.73,99999
0.73,14643
0.73,40557
0.73,99999
0.73,11262
0.73,15952
0.73,18737
0.73,17180
0.73,99999
0.73,19645
0.73,16850
0.73,99999
0.73,71924
0.73,17894
0.73,99999
0.73,8976
0.73,12812
0.73,12090
0.73,15548
0.73,82825
0.73,99999
0.73,27823
0.73,99999
0.73,99999
0.73,99503
0.73,15115
0.73,17937
0.73,15405
0.73,29027
0.73,11046
0.73,17369
0.73,99999
0.73,12507
0.73,11613
0.73,99999
0.73,15564
0.73,5646
0.73,19849
0.73,8527
0.73,38328
0.73,99999
0.73,67248
0.73,14577
0.73,14127
0.73,18874
0.73,99352
0.73,9598
0.73,21310
0.73,17050
0.73,20564
0.73,54058
0.73,99999
0.73,30387
0.73,12731
0.73,99999
0.73,8284
0.73,15217
0.73,99999
0.73,93833
0.73,24527
0.73,61768
0.73,99999
0.73,29064
0.73,98832
0.73,13596
0.73,99999
0.73,13957
0.73,8379
0.73,14981
0.73,99999
0.73,11182
0.73,14082
0.73,99999
0.73,99999
0.73,21173
0.73,34567
0.73,24569
0.73,10090
0.73,16388
0.73,11833
0.73,40545
0.73,99999
0.73,14420
0.73,10987
0.73,99999
0.73,14918
0.73,99999
0.73,21783
0.73,17001
0.73,99999
0.73,15693
0.74,11543
0.74,99999
0.74,14851
0.74,99999
0.74,11832
0.74,20394
0.74,9912
0.74,14785
0.74,99999
0.74,20124
0.74,99999
0.74,13347
0.74,99999
0.74,88059
0.74,99999
0.74,99999
0.74,99999
0.74,17229
0.74,16944
0.74,14106
0.74,17312
0.74,19326
0.74,14520
0.74,46619
0.74,13850
0.74,20209
0.74,17212
0.74,24132
0.74,41640
0.74,40933
0.74,24066
0.74,99999
0.74,7610
0.74,8860
0.74,99999
0.74,99999
0.74,15297
0.74,13613
0.74,99999
0.74,15823
0.74,86245
0.74,11850
0.74,33535
0.74,99999
0.74,19264
0.74,42732
0.74,11234
0.74,15089
0.74,8396
0.74,43269
0.74,19514
0.74,16345
0.74,17577
0.74,10500
0.74,90831
0.74,17814
0.74,15043
0.74,99999
0.74,13710
0.74,24756
0.74,21823
0.74,30258
0.74,76684
0.74,17103
0.74,28077
0.74,16585
0.74,33222
0.74,17121
0.74,15094
0.74,99999
0.74,99999
0.74,20445
0.74,20095
0.74,25237
0.74,14350
0.74,16489
0.74,21246
0.74,19279
0.74,17442
0.74,10194
0.74,19657
0.74,99999
0.74,18354
0.74,65502
0.74,99999
0.74,99999
0.74,13539
0.74,31090
0.74,7190
0.74,48683
0.74,11414
0.74,11835
0.74,34799
0.74,99999
0.74,59051
0.74,16699
0.74,17905
0.74,99999
0.74,23912
0.74,65485
0.75,81804
0.75,51565
0.75,13004
0.75,14432
0.75,15582
0.75,35072
0.75,24112
0.75,36563
0.75,18700
0.75,12109
0.75,22830
0.75,12550
0.75,14849
0.75,99999
0.75,17886
0.75,95051
0.75,26533
0.75,34345
0.75,18462
0.75,10702
0.75,99999
0.75,16259
0.75,23030
0.75,26776
0.75,99999
0.75,15422
0.75,10001
0.75,16300
0.75,99999
0.75,12129
0.75,17512
0.75,70643
0.75,99999
0.75,27095
0.75,19535
0.75,13058
0.75,5405
0.75,23626
0.75,28192
0.75,17224
0.75,21838
0.75,9678
0.75,99999
0.75,40613
0.75,61486
0.75,13179
0.75,18300
0.75,99999
0.75,99999
0.75,23827
0.75,25241
0.75,42659
0.75,16987
0.75,99999
0.75,99999
0.75,16182
0.75,99999
0.75,99999
0.75,18838
0.75,99999
0.75,18784
0.75,19603
0.75,24486
0.75,99999
0.75,17365
0.75,99999
0.75,20137
0.75,24693
0.75,99999
0.75,99999
0.75,39253
0.75,99999
0.75,16588
0.75,13671
0.75,17142
0.75,69994
0.75,16462
0.75,14636
0.75,40751
0.75,99999
0.75,99999
0.75,16830
0.75,99999
0.75,18002
0.75,99999
0.75,50193
0.75,18427
0.75,12669
0.75,99999
0.75,36118
0.75,13126
0.75,11848
0.75,47266
0.75,93596
0.75,12523
0.75,12575
0.75,99999
0.75,99999
0.75,73579
0.75,18159
0.76,23781
0.76,10891
0.76,28655
0.76,18241
0.76,99999
0.76,19388
0.76,11169
0.76,19971
0.76,20404
0.76,20519
0.76,18170
0.76,99999
0.76,93683
0.76,13256
0.76,22323
0.76,13373
0.76,27259
0.76,24002
0.76,99999
0.76,33740
0.76,8060
0.76,99999
0.76,99999
0.76,58531
0.76,99999
0.76,15212
0.76,13808
0.76,84079
0.76,10220
0.76,99999
0.76,21710
0.76,16133
0.76,22598
0.76,16731
0.76,31066
0.76,26334
0.76,18140
0.76,13826
0.76,99999
0.76,99999
0.76,16152
0.76,68505
0.76,99999
0.76,13183
0.76,99999
0.76,38609
0.76,99999
0.76,16353
0.76,87299
0.76,99999
0.76,61150
0.76,99999
0.76,11795
0.76,99999
0.76,26455
0.76,99999
0.76,99999
0.76,73968
0.76,99999
0.76,17881
0.76,23235
0.76,99999
0.76,99999
0.76,18641
0.76,49858
0.76,12267
0.76,21444
0.76,99999
0.76,99999
0.76,13279
0.76,11766
0.76,99999
0.76,17175
0.76,99999
0.76,20395
0.76,19665
0.76,99999
0.76,17979
0.76,18379
0.76,99999
0.76,82479
0.76,24820
0.76,16744
0.76,15161
0.76,99999
0.76,99999
0.76,99999
0.76,9633
0.76,11199
0.76,99999
0.76,14945
0.76,21499
0.76,99999
0.76,99999
0.76,24155
0.76,72697
0.76,18420
0.76,50801
0.76,81903
0.76,63782
0.77,99999
0.77,99999
0.77,99999
0.77,81437
0.77,25295
0.77,99999
0.77,15529
0.77,8853
0.77,33382
0.77,21901
0.77,10258
0.77,14702
0.77,20833
0.77,99999
0.77,21454
0.77,49048
0.77,13596
0.77,13112
0.77,17480
0.77,20086
0.77,17008
0.77,12867
0.77,99999
0.77,61381
0.77,17721
0.77,41342
0.77,29277
0.77,41088
0.77,48565
0.77,99999
0.77,25204
0.77,99999
0.77,99999
0.77,33041
0.77,15156
0.77,80277
0.77,99999
0.77,55153
0.77,99999
0.77,20158
0.77,17052
0.77,45666
0.77,99999
0.77,99999
0.77,15125
0.77,29204
0.77,99999
0.77,99999
0.77,61060
0.77,12160
0.77,55708
0.77,11974
0.77,13905
0.77,14692
0.77,30349
0.77,11634
0.77,26623
0.77,22994
0.77,36397
0.77,99999
0.77,79022
0.77,10743
0.77,93258
0.77,16744
0.77,15665
0.77,7418
0.77,25779
0.77,44375
0.77,23313
0.77,99999
0.77,99999
0.77,14710
0.77,99999
0.77,53872
0.77,49797
0.77,99999
0.77,15585
0.77,99999
0.77,44902
0.77,53718
0.77,99999
0.77,22527
0.77,37037
0.77,10563
0.77,15475
0.77,17706
0.77,7044
0.77,13619
0.77,23989
0.77,21579
0.77,99999
0.77,99999
0.77,99999
0.77,99999
0.77,99999
0.77,13490
0.77,22280
0.77,99999
0.77,13053
0.77,19708
0.78,25714
0.78,99999
0.78,25136
0.78,72002
0.78,9527
0.78,24475
0.78,12022
0.78,99999
0.78,36841
0.78,22129
0.78,9092
0.78,33229
0.78,28908
0.78,15111
0.78,99999
0.78,14889
0.78,23178
0.78,20839
0.78,9011
0.78,99999
0.78,13658
0.78,99999
0.78,16370
0.78,21667
0.78,99999
0.78,26156
0.78,99999
0.78,99999
0.78,99999
0.78,99999
0.78,13348
0.78,99999
0.78,12044
0.78,62887
0.78,99999
0.78,15538
0.78,18624
0.78,15341
0.78,12570
0.78,80927
0.78,99999
0.78,18493
0.78,99999
0.78,21555
0.78,11807
0.78,99999
0.78,99999
0.78,99999
0.78,24318
0.78,99999
0.78,19895
0.78,22253
0.78,99999
0.78,99999
0.78,24807
0.78,88455
0.78,99999
0.78,99999
0.78,99999
0.78,14725
0.78,99999
0.78,99999
0.78,99999
0.78,99999
0.78,11820
0.78,70212
0.78,16746
0.78,99999
0.78,99999
0.78,17155
0.78,12442
0.78,16544
0.78,17454
0.78,99999
0.78,51824
0.78,19944
0.78,99999
0.78,82636
0.78,13746
0.78,99999
0.78,30339
0.78,36241
0.78,19492
0.78,99999
0.78,23677
0.78,50832
0.78,99999
0.78,99999
0.78,99999
0.78,99999
0.78,19003
0.78,20976
0.78,11361
0.78,17782
0.78,28192
0.78,99999
0.78,15096
0.78,99999
0.78,99999
0.79,99999
0.79,11684
0.79,99999
0.79,99999
0.79,16666
0.79,20159
0.79,19230
0.79,9382
0.79,99999
0.79,99999
0.79,16212
0.79,13421
0.79,99999
0.79,99999
0.79,21636
0.79,99999
0.79,44226
0.79,17375
0.79,17406
0.79,19608
0.79,25836
0.79,47502
0.79,99999
0.79,21386
0.79,9031
0.79,66797
0.79,16552
0.79,12111
0.79,99999
0.79,71330
0.79,14189
0.79,7988
0.79,22389
0.79,99999
0.79,76592
0.79,99999
0.79,99999
0.79,20722
0.79,18857
0.79,24426
0.79,99999
0.79,33469
0.79,29212
0.79,24382
0.79,99999
0.79,99999
0.79,93614
0.79,17245
0.79,91503
0.79,40526
0.79,36647
0.79,19573
0.79,99999
0.79,11311
0.79,19447
0.79,99999
0.79,99999
0.79,23682
0.79,99999
0.79,99999
0.79,25277
0.79,99999
0.79,99999
0.79,99999
0.79,99999
0.79,18122
0.79,99999
0.79,99999
0.79,10372
0.79,16682
0.79,99999
0.79,13415
0.79,99999
0.79,51850
0.79,99999
0.79,20460
0.79,14939
0.79,99999
0.79,30522
0.79,12723
0.79,17447
0.79,99999
0.79,89065
0.79,21138
0.79,13467
0.79,16192
0.79,23214
0.79,16621
0.79,85571
0.79,99999
0.79,20835
0.79,29752
0.79,99999
0.79,99999
0.79,15075
0.79,14191
0.79,24043
0.79,99999
0.79,99999
0.79,23823
0.8,16633
0.8,99999
0.8,16224
0.8,99999
0.8,20142
0.8,24236
0.8,79593
0.8,99999
0.8,27472
0.8,92852
0.8,99999
0.8,99999
0.8,11103
0.8,99999
0.8,22955
0.8,22679
0.8,17485
0.8,13841
0.8,99999
0.8,27423
0.8,14116
0.8,16105
0.8,99999
0.8,14182
0.8,30987
0.8,27026
0.8,21015
0.8,13163
0.8,12187
0.8,23831
0.8,11862
0.8,99999
0.8,99999
0.8,23341
0.8,23643
0.8,99999
0.8,25101
0.8,99999
0.8,18786
0.8,99999
0.8,25762
0.8,28049
0.8,20254
0.8,17432
0.8,99999
0.8,99999
0.8,15362
0.8,99999
0.8,21622
0.8,99999
0.8,18020
0.8,62293
0.8,99999
0.8,99999
0.8,99999
0.8,16326
0.8,22449
0.8,21916
0.8,21596
0.8,25447
0.8,52389
0.8,99999
0.8,11590
0.8,27040
0.8,19006
0.8,29574
0.8,99999
0.8,99999
0.8,57559
0.8,99999
0.8,14910
0.8,23508
0.8,99999
0.8,99999
0.8,33943
0.8,99999
0.8,99999
0.8,12928
0.8,21524
0.8,99999
0.8,99999
0.8,20656
0.8,19498
0.8,17642
0.8,99999
0.8,99999
0.8,26400
0.8,20017
0.8,26270
0.8,10986
0.8,99999
0.8,46502
